x,evmSampleDeltaMs,logDeltaMs,DATA0_pF,DATA1_pF,DATA2_pF,DATA3_pF,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
206620,20.50049899891019,61.910799000412226,54.937005761980004,54.95870233313146,Infinity,Infinity,33964973,33958268,0,0,5.061175376176834,5.060176253318787,0,0,
206621,20.631900001317263,59.93800099939108,54.93964878797124,54.96113975304844,Infinity,Infinity,33964156,33957515,0,0,5.06105363368988,5.060064047574997,0,0,
206622,20.688900001347065,62.11100000143051,54.947003032764115,54.96797057176635,Infinity,Infinity,33961883,33955405,0,0,5.060714930295944,5.059749633073807,0,0,
206623,20.567800004035234,62.180400002747774,55.03958621037817,54.99414665761838,Infinity,Infinity,33933307,33947323,0,0,5.05645677447319,5.05854532122612,0,0,
206624,20.719299998134375,62.25459999591112,55.11383498721389,55.03019282947652,Infinity,Infinity,33910442,33936203,0,0,5.053049623966217,5.056888312101364,0,0,
206625,20.504399996250868,54.43079999834299,55.11955640492845,55.01390283341799,Infinity,Infinity,33908682,33941227,0,0,5.052787363529205,5.057636946439743,0,0,
206626,18.279399000108242,56.98099900409579,55.07048195808972,54.98439888524278,Infinity,Infinity,33923787,33950332,0,0,5.055038183927536,5.058993697166443,0,0,
206627,20.566800005733967,51.8906010016799,55.04892683474807,54.97760710467465,Infinity,Infinity,33930428,33952429,0,0,5.056027770042419,5.059306174516678,0,0,
206628,11.861298996955156,53.39229899644852,55.18651112368038,54.99870233784873,Infinity,Infinity,33888106,33945917,0,0,5.049721300601959,5.0583358108997345,0,0,
206629,20.530000001192093,60.641600999981165,55.201154180557914,55.03631641819875,Infinity,Infinity,33883611,33934315,0,0,5.049051493406296,5.056606978178024,0,0,
206630,18.73539999872446,54.728399999439716,53.22956558813791,55.06881967619621,Infinity,Infinity,34505419,33924299,0,0,5.141708105802536,5.0551144778728485,0,0,
206631,20.720301002264023,61.914700001478195,53.13598897322777,55.07302422616341,Infinity,Infinity,34535789,33923004,0,0,5.1462335884571075,5.054921507835388,0,0,
206632,20.916499998420477,62.38189999759197,53.89018937888401,55.033147463170344,Infinity,Infinity,34293271,33935292,0,0,5.110095590353012,5.056752562522888,0,0,
206633,20.689900003373623,62.0084000043571,55.59472544853582,55.01836046326712,Infinity,Infinity,33763462,33939852,0,0,5.0311478972435,5.057432055473328,0,0,
206634,9.787900000810623,51.44989999756217,55.546649750964484,55.010376016406646,Infinity,Infinity,33778070,33942315,0,0,5.033324658870697,5.057799071073532,0,0,
206635,20.624199002981186,59.993599001318216,55.49222201261435,54.999794359531094,Infinity,Infinity,33794631,33945580,0,0,5.03579244017601,5.058285593986511,0,0,
206636,20.842098999768496,62.31359999999404,55.46868589604483,54.991758877808074,Infinity,Infinity,33801800,33948060,0,0,5.036860704421997,5.058655142784119,0,0,
206637,12.677699998021126,54.07830099761486,55.462335779097586,54.98901166549055,Infinity,Infinity,33803735,33948908,0,0,5.037149041891098,5.0587815046310425,0,0,
206638,20.67239899933338,59.86469900235534,55.46023572199632,54.98859700981525,Infinity,Infinity,33804375,33949036,0,0,5.037244409322739,5.058800578117371,0,0,
206639,20.668599996715784,62.26750099658966,55.460547441683694,54.988389683736415,Infinity,Infinity,33804280,33949100,0,0,5.0372302532196045,5.058810114860535,0,0,
206640,18.228499997407198,64.70460000261664,55.46028822197017,54.98859700981525,Infinity,Infinity,33804359,33949036,0,0,5.037242025136948,5.058800578117371,0,0,
206641,17.742901001125574,59.50489999726415,55.461180732931155,54.98906673730024,Infinity,Infinity,33804087,33948891,0,0,5.0372014939785,5.0587789714336395,0,0,
206642,20.86590100079775,70.22250000014901,55.46065244259117,54.98869743380621,Infinity,Infinity,33804248,33949005,0,0,5.0372254848480225,5.0587959587574005,0,0,
206643,20.745899002999067,62.07269900292158,55.460967447102725,54.98937449305391,Infinity,Infinity,33804152,33948796,0,0,5.037211179733276,5.058764815330505,0,0,
206644,20.851600002497435,62.35540100187063,55.460708224444545,54.98901166549055,Infinity,Infinity,33804231,33948908,0,0,5.0372229516506195,5.0587815046310425,0,0,
206645,20.672999996691942,62.03559999540448,55.46080994451149,54.98963365779774,Infinity,Infinity,33804200,33948716,0,0,5.037218332290649,5.05875289440155,0,0,
206646,20.877001002430916,62.35490000247955,55.460760725089315,54.989322660325,Infinity,Infinity,33804215,33948812,0,0,5.0372205674648285,5.058767199516296,0,0,
206647,20.631899997591972,62.03589999675751,55.46149574194358,54.98968549096636,Infinity,Infinity,33803991,33948700,0,0,5.037187188863754,5.058750510215759,0,0,
206648,18.333099003881216,57.25439900532365,55.46107573052341,54.98968549096636,Infinity,Infinity,33804119,33948700,0,0,5.037206262350082,5.058750510215759,0,0,
206649,20.686200000345707,61.96050099655986,55.461390738641235,54.989322660325,Infinity,Infinity,33804023,33948812,0,0,5.037191957235336,5.058767199516296,0,0,
206650,20.636500000953674,62.16650000214577,55.46075744379684,54.98895983327464,Infinity,Infinity,33804216,33948924,0,0,5.03722071647644,5.0587838888168335,0,0,
206651,20.676699001342058,62.200098998844624,55.46086244530069,54.98942632585609,Infinity,Infinity,33804184,33948780,0,0,5.037215948104858,5.058762431144714,0,0,
206652,20.83679899945855,62.40199999883771,55.461180732931155,54.98973732420827,Infinity,Infinity,33804087,33948684,0,0,5.0372014939785,5.058748126029968,0,0,
206653,20.708200000226498,62.13100099936128,55.46091494616442,54.98957858513638,Infinity,Infinity,33804168,33948733,0,0,5.037213563919067,5.058755427598953,0,0,
206654,20.6250009983778,62.20890000090003,55.460708224444545,54.989889584780215,Infinity,Infinity,33804231,33948637,0,0,5.0372229516506195,5.058741122484207,0,0,
206655,20.82550000026822,62.328500002622604,55.46112823169,54.98978915752346,Infinity,Infinity,33804103,33948668,0,0,5.037203878164291,5.058745741844177,0,0,
206656,20.659199003130198,61.95709899812937,55.46112823169,54.989270827669365,Infinity,Infinity,33804103,33948828,0,0,5.037203878164291,5.058769583702087,0,0,
206657,20.885499998927116,62.43080099672079,55.46212248660624,54.98942632585609,Infinity,Infinity,33803800,33948780,0,0,5.037158727645874,5.058762431144714,0,0,
206658,20.719299998134375,61.99560000374913,55.46175497012305,54.98968549096636,Infinity,Infinity,33803912,33948700,0,0,5.037175416946411,5.058750510215759,0,0,
206659,20.85700000077486,62.38570000231266,55.46312333126283,54.99036256846265,Infinity,Infinity,33803495,33948491,0,0,5.037113279104233,5.058719366788864,0,0,
206660,20.69869999960065,62.02709999680519,55.46254579136814,54.990356089192915,Infinity,Infinity,33803671,33948493,0,0,5.037139505147934,5.058719664812088,0,0,
206661,20.72179999947548,62.21999999880791,55.46280830838379,54.99036256846265,Infinity,Infinity,33803591,33948491,0,0,5.037127584218979,5.058719366788864,0,0,
206662,20.64699999988079,62.34300000220537,55.46280830838379,54.99129235554473,Infinity,Infinity,33803591,33948204,0,0,5.037127584218979,5.058676600456238,0,0,
206663,20.57269900292158,67.22529900074005,55.46296253799965,54.991810713981586,Infinity,Infinity,33803544,33948044,0,0,5.037120580673218,5.058652758598328,0,0,
206664,20.759999997913837,62.3197009973228,55.462703301353876,54.99129235554473,Infinity,Infinity,33803623,33948204,0,0,5.037132352590561,5.058676600456238,0,0,
206665,20.542400002479553,56.8982000015676,55.46228327621632,54.99040792338299,Infinity,Infinity,33803751,33948477,0,0,5.037151426076889,5.058717280626297,0,0,
206666,20.887099001556635,62.38499899953604,55.462857530531714,54.99098134400059,Infinity,Infinity,33803576,33948300,0,0,5.0371253490448,5.058690905570984,0,0,
206667,20.48599899932742,61.996899999678135,55.46590286818083,54.99134419105859,Infinity,Infinity,33802648,33948188,0,0,5.036987066268921,5.058674216270447,0,0,
206668,20.738899998366833,62.38690099865198,55.47918977476008,54.99206665616257,Infinity,Infinity,33798600,33947965,0,0,5.036383867263794,5.0586409866809845,0,0,
206669,20.744099996984005,62.09510000050068,55.49789734694829,54.99269194014495,Infinity,Infinity,33792903,33947772,0,0,5.0355349481105804,5.05861222743988,0,0,
206670,20.53330099955201,62.10130000114441,55.50625428483479,54.99331075500007,Infinity,Infinity,33790359,33947581,0,0,5.035155862569809,5.058583766222,0,0,
206671,20.87060099467635,62.39489999786019,55.521133253551945,54.99269194014495,Infinity,Infinity,33785831,33947772,0,0,5.0344811379909515,5.05861222743988,0,0,
206672,20.54679900035262,62.071199003607035,55.54554140221452,54.99305480413366,Infinity,Infinity,33778407,33947660,0,0,5.03337487578392,5.058595538139343,0,0,
206673,20.72240099683404,62.23160099610686,54.714545274091826,54.99611013174981,Infinity,Infinity,34033951,33946717,0,0,5.071453899145126,5.058455020189285,0,0,
206674,20.82040000334382,62.36160000413656,52.722965776950815,54.97657403517002,Infinity,Infinity,34670799,33952748,0,0,5.166351646184921,5.059353709220886,0,0,
